Date,kWh,Building,Hour
2025-11-23 22:32:24.291278,54.19,Admin_Building,22
2025-11-24 22:32:24.291278,108.61,Admin_Building,22
2025-11-25 22:32:24.291278,114.5,Admin_Building,22
2025-11-26 22:32:24.291278,107.86,Admin_Building,22
2025-11-27 22:32:24.291278,98.73,Admin_Building,22
2025-11-28 22:32:24.291278,108.58,Admin_Building,22
2025-11-29 22:32:24.291278,62.74,Admin_Building,22
2025-11-30 22:32:24.291278,67.69,Admin_Building,22
2025-12-01 22:32:24.291278,108.04,Admin_Building,22
2025-12-02 22:32:24.291278,103.31,Admin_Building,22
2025-12-03 22:32:24.291278,104.1,Admin_Building,22
2025-12-04 22:32:24.291278,105.58,Admin_Building,22
2025-09-06 22:32:24.292963,131.05,Cafeteria,22
2025-09-07 22:32:24.292963,136.1,Cafeteria,22
2025-09-08 22:32:24.292963,186.26,Cafeteria,22
2025-09-09 22:32:24.292963,186.59,Cafeteria,22
2025-09-10 22:32:24.292963,187.0,Cafeteria,22
2025-09-11 22:32:24.292963,213.86,Cafeteria,22
2025-09-12 22:32:24.292963,190.06,Cafeteria,22
2025-09-13 22:32:24.292963,132.92,Cafeteria,22
2025-09-14 22:32:24.292963,111.64,Cafeteria,22
2025-09-15 22:32:24.292963,171.75,Cafeteria,22
2025-09-16 22:32:24.292963,209.94,Cafeteria,22
2025-09-17 22:32:24.292963,217.22,Cafeteria,22
2025-09-18 22:32:24.292963,231.71,Cafeteria,22
2025-09-19 22:32:24.292963,225.84,Cafeteria,22
2025-09-20 22:32:24.292963,104.34,Cafeteria,22
2025-09-21 22:32:24.292963,107.64,Cafeteria,22
2025-09-22 22:32:24.292963,195.43,Cafeteria,22
2025-09-23 22:32:24.292963,215.34,Cafeteria,22
2025-09-24 22:32:24.292963,177.77,Cafeteria,22
2025-09-25 22:32:24.292963,193.76,Cafeteria,22
2025-09-26 22:32:24.292963,172.65,Cafeteria,22
2025-09-27 22:32:24.292963,106.09,Cafeteria,22
2025-09-28 22:32:24.292963,136.24,Cafeteria,22
2025-09-29 22:32:24.292963,238.29,Cafeteria,22
2025-09-30 22:32:24.292963,223.86,Cafeteria,22
2025-10-01 22:32:24.292963,226.29,Cafeteria,22
2025-10-02 22:32:24.292963,206.88,Cafeteria,22
2025-10-03 22:32:24.292963,171.32,Cafeteria,22
2025-10-04 22:32:24.292963,102.0,Cafeteria,22
2025-10-05 22:32:24.292963,134.2,Cafeteria,22
2025-10-06 22:32:24.292963,223.13,Cafeteria,22
2025-10-07 22:32:24.292963,214.73,Cafeteria,22
2025-10-08 22:32:24.292963,218.66,Cafeteria,22
2025-10-09 22:32:24.292963,232.81,Cafeteria,22
2025-10-10 22:32:24.292963,234.02,Cafeteria,22
2025-10-11 22:32:24.292963,102.47,Cafeteria,22
2025-10-12 22:32:24.292963,113.75,Cafeteria,22
2025-10-13 22:32:24.292963,191.13,Cafeteria,22
2025-10-14 22:32:24.292963,173.72,Cafeteria,22
2025-10-15 22:32:24.292963,194.71,Cafeteria,22
2025-10-16 22:32:24.292963,188.34,Cafeteria,22
2025-10-17 22:32:24.292963,210.26,Cafeteria,22
2025-10-18 22:32:24.292963,124.25,Cafeteria,22
2025-10-19 22:32:24.292963,132.38,Cafeteria,22
2025-10-20 22:32:24.292963,208.25,Cafeteria,22
2025-10-21 22:32:24.292963,234.86,Cafeteria,22
2025-10-22 22:32:24.292963,211.97,Cafeteria,22
2025-10-23 22:32:24.292963,179.41,Cafeteria,22
2025-10-24 22:32:24.292963,177.18,Cafeteria,22
2025-10-25 22:32:24.292963,113.83,Cafeteria,22
2025-10-26 22:32:24.292963,115.23,Cafeteria,22
2025-10-27 22:32:24.292963,179.89,Cafeteria,22
2025-10-28 22:32:24.292963,217.26,Cafeteria,22
2025-10-29 22:32:24.292963,172.24,Cafeteria,22
2025-10-30 22:32:24.292963,169.18,Cafeteria,22
2025-10-31 22:32:24.292963,219.54,Cafeteria,22
2025-11-01 22:32:24.292963,111.94,Cafeteria,22
2025-11-02 22:32:24.292963,140.0,Cafeteria,22
2025-11-03 22:32:24.292963,178.88,Cafeteria,22
2025-11-04 22:32:24.292963,223.04,Cafeteria,22
2025-11-05 22:32:24.292963,188.93,Cafeteria,22
2025-11-06 22:32:24.292963,164.7,Cafeteria,22
2025-11-07 22:32:24.292963,170.74,Cafeteria,22
2025-11-08 22:32:24.292963,112.49,Cafeteria,22
2025-11-09 22:32:24.292963,112.59,Cafeteria,22
2025-11-10 22:32:24.292963,165.6,Cafeteria,22
2025-11-11 22:32:24.292963,175.82,Cafeteria,22
2025-11-12 22:32:24.292963,173.0,Cafeteria,22
2025-11-13 22:32:24.292963,177.75,Cafeteria,22
2025-11-14 22:32:24.292963,230.49,Cafeteria,22
2025-11-15 22:32:24.292963,111.02,Cafeteria,22
2025-11-16 22:32:24.292963,136.81,Cafeteria,22
2025-11-17 22:32:24.292963,169.2,Cafeteria,22
2025-11-18 22:32:24.292963,175.91,Cafeteria,22
2025-11-19 22:32:24.292963,209.87,Cafeteria,22
2025-11-20 22:32:24.292963,216.73,Cafeteria,22
2025-11-21 22:32:24.292963,234.38,Cafeteria,22
2025-11-22 22:32:24.292963,112.98,Cafeteria,22
2025-11-23 22:32:24.292963,132.18,Cafeteria,22
2025-11-24 22:32:24.292963,223.3,Cafeteria,22
2025-11-25 22:32:24.292963,226.56,Cafeteria,22
2025-11-26 22:32:24.292963,205.43,Cafeteria,22
2025-11-27 22:32:24.292963,183.25,Cafeteria,22
2025-11-28 22:32:24.292963,195.77,Cafeteria,22
2025-11-29 22:32:24.292963,123.25,Cafeteria,22
2025-11-30 22:32:24.292963,109.44,Cafeteria,22
2025-12-01 22:32:24.292963,163.89,Cafeteria,22
2025-12-02 22:32:24.292963,191.57,Cafeteria,22
2025-12-03 22:32:24.292963,186.96,Cafeteria,22
2025-12-04 22:32:24.292963,204.02,Cafeteria,22
2025-09-06 22:32:24.279356,88.22,Library,22
2025-09-07 22:32:24.279356,93.26,Library,22
2025-09-08 22:32:24.279356,164.82,Library,22
2025-09-09 22:32:24.279356,162.36,Library,22
2025-09-10 22:32:24.279356,176.17,Library,22
2025-09-11 22:32:24.279356,176.78,Library,22
2025-09-12 22:32:24.279356,125.73,Library,22
2025-09-13 22:32:24.279356,81.59,Library,22
2025-09-14 22:32:24.279356,75.73,Library,22
2025-09-15 22:32:24.279356,169.7,Library,22
2025-09-16 22:32:24.279356,160.12,Library,22
2025-09-17 22:32:24.279356,138.81,Library,22
2025-09-18 22:32:24.279356,170.39,Library,22
2025-09-19 22:32:24.279356,157.07,Library,22
2025-09-20 22:32:24.279356,91.45,Library,22
2025-09-21 22:32:24.279356,75.03,Library,22
2025-09-22 22:32:24.279356,177.18,Library,22
2025-09-23 22:32:24.279356,148.54,Library,22
2025-09-24 22:32:24.279356,163.13,Library,22
2025-09-25 22:32:24.279356,165.9,Library,22
2025-09-26 22:32:24.279356,177.24,Library,22
2025-09-27 22:32:24.279356,76.45,Library,22
2025-09-28 22:32:24.279356,76.92,Library,22
2025-09-29 22:32:24.279356,160.95,Library,22
2025-09-30 22:32:24.279356,153.87,Library,22
2025-10-01 22:32:24.279356,134.75,Library,22
2025-10-02 22:32:24.279356,178.25,Library,22
2025-10-03 22:32:24.279356,158.37,Library,22
2025-10-04 22:32:24.279356,92.91,Library,22
2025-10-05 22:32:24.279356,78.46,Library,22
2025-10-06 22:32:24.279356,168.35,Library,22
2025-10-07 22:32:24.279356,120.97,Library,22
2025-10-08 22:32:24.279356,161.11,Library,22
2025-10-09 22:32:24.279356,159.91,Library,22
2025-10-10 22:32:24.279356,160.85,Library,22
2025-10-11 22:32:24.279356,102.89,Library,22
2025-10-12 22:32:24.279356,78.71,Library,22
2025-10-13 22:32:24.279356,132.24,Library,22
2025-10-14 22:32:24.279356,150.22,Library,22
2025-10-15 22:32:24.279356,135.64,Library,22
2025-10-16 22:32:24.279356,161.73,Library,22
2025-10-17 22:32:24.279356,150.92,Library,22
2025-10-18 22:32:24.279356,99.55,Library,22
2025-10-19 22:32:24.279356,98.0,Library,22
2025-10-20 22:32:24.279356,136.88,Library,22
2025-10-21 22:32:24.279356,164.52,Library,22
2025-10-22 22:32:24.279356,179.64,Library,22
2025-10-23 22:32:24.279356,154.15,Library,22
2025-10-24 22:32:24.279356,163.24,Library,22
2025-10-25 22:32:24.279356,92.92,Library,22
2025-10-26 22:32:24.279356,99.97,Library,22
2025-10-27 22:32:24.279356,138.49,Library,22
2025-10-28 22:32:24.279356,155.86,Library,22
2025-10-29 22:32:24.279356,141.71,Library,22
2025-10-30 22:32:24.279356,146.34,Library,22
2025-10-31 22:32:24.279356,145.0,Library,22
2025-11-01 22:32:24.279356,84.84,Library,22
2025-11-02 22:32:24.279356,90.73,Library,22
2025-11-03 22:32:24.279356,137.57,Library,22
2025-11-04 22:32:24.279356,129.65,Library,22
2025-11-05 22:32:24.279356,160.78,Library,22
2025-11-06 22:32:24.279356,169.26,Library,22
2025-11-07 22:32:24.279356,128.2,Library,22
2025-11-08 22:32:24.279356,78.88,Library,22
2025-11-09 22:32:24.279356,90.37,Library,22
2025-11-10 22:32:24.279356,131.86,Library,22
2025-11-11 22:32:24.279356,127.54,Library,22
2025-11-12 22:32:24.279356,132.1,Library,22
2025-11-13 22:32:24.279356,156.81,Library,22
2025-11-14 22:32:24.279356,150.16,Library,22
2025-11-15 22:32:24.279356,84.76,Library,22
2025-11-16 22:32:24.279356,103.2,Library,22
2025-11-17 22:32:24.279356,159.14,Library,22
2025-11-18 22:32:24.279356,147.76,Library,22
2025-11-19 22:32:24.279356,170.61,Library,22
2025-11-20 22:32:24.279356,146.24,Library,22
2025-11-21 22:32:24.279356,169.3,Library,22
2025-11-22 22:32:24.279356,98.68,Library,22
2025-11-23 22:32:24.279356,75.02,Library,22
2025-11-24 22:32:24.279356,161.18,Library,22
2025-11-25 22:32:24.279356,143.2,Library,22
2025-11-26 22:32:24.279356,155.91,Library,22
2025-11-27 22:32:24.279356,160.64,Library,22
2025-11-28 22:32:24.279356,170.79,Library,22
2025-11-29 22:32:24.279356,82.56,Library,22
2025-11-30 22:32:24.279356,77.83,Library,22
2025-12-01 22:32:24.279356,137.59,Library,22
2025-12-02 22:32:24.279356,174.65,Library,22
2025-12-03 22:32:24.279356,138.32,Library,22
2025-12-04 22:32:24.279356,125.39,Library,22
2025-09-06 22:32:24.288601,175.28,Science_Block,22
2025-09-07 22:32:24.288601,202.07,Science_Block,22
2025-09-08 22:32:24.288601,290.47,Science_Block,22
2025-09-09 22:32:24.288601,257.38,Science_Block,22
2025-09-10 22:32:24.288601,342.03,Science_Block,22
2025-09-11 22:32:24.288601,268.34,Science_Block,22
2025-09-12 22:32:24.288601,256.66,Science_Block,22
2025-09-13 22:32:24.288601,204.92,Science_Block,22
2025-09-14 22:32:24.288601,179.55,Science_Block,22
2025-09-15 22:32:24.288601,254.71,Science_Block,22
2025-09-16 22:32:24.288601,321.61,Science_Block,22
2025-09-17 22:32:24.288601,327.61,Science_Block,22
2025-09-18 22:32:24.288601,297.97,Science_Block,22
2025-09-19 22:32:24.288601,275.07,Science_Block,22
2025-09-20 22:32:24.288601,169.24,Science_Block,22
2025-09-21 22:32:24.288601,196.29,Science_Block,22
2025-09-22 22:32:24.288601,310.96,Science_Block,22
2025-09-23 22:32:24.288601,326.46,Science_Block,22
2025-09-24 22:32:24.288601,316.01,Science_Block,22
2025-09-25 22:32:24.288601,318.11,Science_Block,22
2025-09-26 22:32:24.288601,301.64,Science_Block,22
2025-09-27 22:32:24.288601,171.71,Science_Block,22
2025-09-28 22:32:24.288601,160.04,Science_Block,22
2025-09-29 22:32:24.288601,304.23,Science_Block,22
2025-09-30 22:32:24.288601,280.62,Science_Block,22
2025-10-01 22:32:24.288601,302.94,Science_Block,22
2025-10-02 22:32:24.288601,331.84,Science_Block,22
2025-10-03 22:32:24.288601,298.48,Science_Block,22
2025-10-04 22:32:24.288601,193.09,Science_Block,22
2025-10-05 22:32:24.288601,181.55,Science_Block,22
2025-10-06 22:32:24.288601,273.87,Science_Block,22
2025-10-07 22:32:24.288601,330.16,Science_Block,22
2025-10-08 22:32:24.288601,301.46,Science_Block,22
2025-10-09 22:32:24.288601,332.54,Science_Block,22
2025-10-10 22:32:24.288601,252.59,Science_Block,22
2025-10-11 22:32:24.288601,196.94,Science_Block,22
2025-10-12 22:32:24.288601,186.45,Science_Block,22
2025-10-13 22:32:24.288601,321.21,Science_Block,22
2025-10-14 22:32:24.288601,323.01,Science_Block,22
2025-10-15 22:32:24.288601,295.65,Science_Block,22
2025-10-16 22:32:24.288601,262.68,Science_Block,22
2025-10-17 22:32:24.288601,311.01,Science_Block,22
2025-10-18 22:32:24.288601,191.12,Science_Block,22
2025-10-19 22:32:24.288601,204.98,Science_Block,22
2025-10-20 22:32:24.288601,298.08,Science_Block,22
2025-10-21 22:32:24.288601,278.04,Science_Block,22
2025-10-22 22:32:24.288601,272.52,Science_Block,22
2025-10-23 22:32:24.288601,295.28,Science_Block,22
2025-10-24 22:32:24.288601,321.24,Science_Block,22
2025-10-25 22:32:24.288601,179.99,Science_Block,22
2025-10-26 22:32:24.288601,155.72,Science_Block,22
2025-10-27 22:32:24.288601,308.98,Science_Block,22
2025-10-28 22:32:24.288601,303.1,Science_Block,22
2025-10-29 22:32:24.288601,256.25,Science_Block,22
2025-10-30 22:32:24.288601,333.94,Science_Block,22
2025-10-31 22:32:24.288601,315.12,Science_Block,22
2025-11-01 22:32:24.288601,174.42,Science_Block,22
2025-11-02 22:32:24.288601,156.83,Science_Block,22
2025-11-03 22:32:24.288601,296.75,Science_Block,22
2025-11-04 22:32:24.288601,295.2,Science_Block,22
2025-11-05 22:32:24.288601,287.15,Science_Block,22
2025-11-06 22:32:24.288601,292.08,Science_Block,22
2025-11-07 22:32:24.288601,265.37,Science_Block,22
2025-11-08 22:32:24.288601,162.56,Science_Block,22
2025-11-09 22:32:24.288601,185.8,Science_Block,22
2025-11-10 22:32:24.288601,257.45,Science_Block,22
2025-11-11 22:32:24.288601,306.87,Science_Block,22
2025-11-12 22:32:24.288601,324.59,Science_Block,22
2025-11-13 22:32:24.288601,343.98,Science_Block,22
2025-11-14 22:32:24.288601,316.18,Science_Block,22
2025-11-15 22:32:24.288601,176.66,Science_Block,22
2025-11-16 22:32:24.288601,203.15,Science_Block,22
2025-11-17 22:32:24.288601,342.98,Science_Block,22
2025-11-18 22:32:24.288601,251.85,Science_Block,22
2025-11-19 22:32:24.288601,299.11,Science_Block,22
2025-11-20 22:32:24.288601,305.82,Science_Block,22
2025-11-21 22:32:24.288601,277.96,Science_Block,22
2025-11-22 22:32:24.288601,159.55,Science_Block,22
2025-11-23 22:32:24.288601,176.86,Science_Block,22
2025-11-24 22:32:24.288601,339.8,Science_Block,22
2025-11-25 22:32:24.288601,308.13,Science_Block,22
2025-11-26 22:32:24.288601,347.12,Science_Block,22
2025-11-27 22:32:24.288601,285.57,Science_Block,22
2025-11-28 22:32:24.288601,330.31,Science_Block,22
2025-11-29 22:32:24.288601,177.46,Science_Block,22
2025-11-30 22:32:24.288601,188.48,Science_Block,22
2025-12-01 22:32:24.288601,253.24,Science_Block,22
2025-12-02 22:32:24.288601,276.33,Science_Block,22
2025-12-03 22:32:24.288601,309.31,Science_Block,22
2025-12-04 22:32:24.288601,250.61,Science_Block,22
2025-09-06 22:32:24.294911,116.37,Sports_Complex,22
2025-09-07 22:32:24.294911,104.32,Sports_Complex,22
2025-09-08 22:32:24.294911,181.19,Sports_Complex,22
2025-09-09 22:32:24.294911,193.65,Sports_Complex,22
2025-09-10 22:32:24.294911,178.59,Sports_Complex,22
2025-09-11 22:32:24.294911,196.16,Sports_Complex,22
2025-09-12 22:32:24.294911,187.37,Sports_Complex,22
2025-09-13 22:32:24.294911,103.48,Sports_Complex,22
2025-09-14 22:32:24.294911,96.35,Sports_Complex,22
2025-09-15 22:32:24.294911,200.95,Sports_Complex,22
2025-09-16 22:32:24.294911,177.53,Sports_Complex,22
2025-09-17 22:32:24.294911,210.2,Sports_Complex,22
2025-09-18 22:32:24.294911,179.92,Sports_Complex,22
2025-09-19 22:32:24.294911,171.38,Sports_Complex,22
2025-09-20 22:32:24.294911,95.18,Sports_Complex,22
2025-09-21 22:32:24.294911,102.07,Sports_Complex,22
2025-09-22 22:32:24.294911,145.58,Sports_Complex,22
2025-09-23 22:32:24.294911,164.89,Sports_Complex,22
2025-09-24 22:32:24.294911,203.66,Sports_Complex,22
2025-09-25 22:32:24.294911,183.84,Sports_Complex,22
2025-09-26 22:32:24.294911,160.21,Sports_Complex,22
2025-09-27 22:32:24.294911,94.73,Sports_Complex,22
2025-09-28 22:32:24.294911,113.3,Sports_Complex,22
2025-09-29 22:32:24.294911,180.74,Sports_Complex,22
2025-09-30 22:32:24.294911,172.45,Sports_Complex,22
2025-10-01 22:32:24.294911,205.33,Sports_Complex,22
2025-10-02 22:32:24.294911,203.68,Sports_Complex,22
2025-10-03 22:32:24.294911,208.4,Sports_Complex,22
2025-10-04 22:32:24.294911,122.27,Sports_Complex,22
2025-10-05 22:32:24.294911,106.93,Sports_Complex,22
2025-10-06 22:32:24.294911,214.02,Sports_Complex,22
2025-10-07 22:32:24.294911,188.28,Sports_Complex,22
2025-10-08 22:32:24.294911,190.93,Sports_Complex,22
2025-10-09 22:32:24.294911,198.5,Sports_Complex,22
2025-10-10 22:32:24.294911,205.23,Sports_Complex,22
2025-10-11 22:32:24.294911,108.39,Sports_Complex,22
2025-10-12 22:32:24.294911,98.86,Sports_Complex,22
2025-10-13 22:32:24.294911,157.13,Sports_Complex,22
2025-10-14 22:32:24.294911,158.83,Sports_Complex,22
2025-10-15 22:32:24.294911,169.22,Sports_Complex,22
2025-10-16 22:32:24.294911,189.28,Sports_Complex,22
2025-10-17 22:32:24.294911,187.96,Sports_Complex,22
2025-10-18 22:32:24.294911,98.06,Sports_Complex,22
2025-10-19 22:32:24.294911,111.82,Sports_Complex,22
2025-10-20 22:32:24.294911,178.35,Sports_Complex,22
2025-10-21 22:32:24.294911,163.21,Sports_Complex,22
2025-10-22 22:32:24.294911,206.82,Sports_Complex,22
2025-10-23 22:32:24.294911,150.4,Sports_Complex,22
2025-10-24 22:32:24.294911,161.3,Sports_Complex,22
2025-10-25 22:32:24.294911,116.91,Sports_Complex,22
2025-10-26 22:32:24.294911,121.04,Sports_Complex,22
2025-10-27 22:32:24.294911,183.54,Sports_Complex,22
2025-10-28 22:32:24.294911,147.62,Sports_Complex,22
2025-10-29 22:32:24.294911,162.53,Sports_Complex,22
2025-10-30 22:32:24.294911,169.91,Sports_Complex,22
2025-10-31 22:32:24.294911,159.68,Sports_Complex,22
2025-11-01 22:32:24.294911,92.31,Sports_Complex,22
2025-11-02 22:32:24.294911,123.89,Sports_Complex,22
2025-11-03 22:32:24.294911,212.67,Sports_Complex,22
2025-11-04 22:32:24.294911,211.01,Sports_Complex,22
2025-11-05 22:32:24.294911,184.19,Sports_Complex,22
2025-11-06 22:32:24.294911,195.0,Sports_Complex,22
2025-11-07 22:32:24.294911,166.6,Sports_Complex,22
2025-11-08 22:32:24.294911,110.52,Sports_Complex,22
2025-11-09 22:32:24.294911,112.55,Sports_Complex,22
2025-11-10 22:32:24.294911,154.21,Sports_Complex,22
2025-11-11 22:32:24.294911,175.14,Sports_Complex,22
2025-11-12 22:32:24.294911,160.68,Sports_Complex,22
2025-11-13 22:32:24.294911,202.51,Sports_Complex,22
2025-11-14 22:32:24.294911,196.18,Sports_Complex,22
2025-11-15 22:32:24.294911,119.97,Sports_Complex,22
2025-11-16 22:32:24.294911,95.27,Sports_Complex,22
2025-11-17 22:32:24.294911,147.59,Sports_Complex,22
2025-11-18 22:32:24.294911,185.37,Sports_Complex,22
2025-11-19 22:32:24.294911,210.15,Sports_Complex,22
2025-11-20 22:32:24.294911,168.07,Sports_Complex,22
2025-11-21 22:32:24.294911,148.92,Sports_Complex,22
2025-11-22 22:32:24.294911,111.4,Sports_Complex,22
2025-11-23 22:32:24.294911,119.34,Sports_Complex,22
2025-11-24 22:32:24.294911,176.03,Sports_Complex,22
2025-11-25 22:32:24.294911,206.15,Sports_Complex,22
2025-11-26 22:32:24.294911,206.75,Sports_Complex,22
2025-11-27 22:32:24.294911,169.75,Sports_Complex,22
2025-11-28 22:32:24.294911,160.18,Sports_Complex,22
2025-11-29 22:32:24.294911,124.13,Sports_Complex,22
2025-11-30 22:32:24.294911,102.02,Sports_Complex,22
2025-12-01 22:32:24.294911,173.98,Sports_Complex,22
2025-12-02 22:32:24.294911,181.21,Sports_Complex,22
2025-12-03 22:32:24.294911,200.34,Sports_Complex,22
2025-12-04 22:32:24.294911,167.7,Sports_Complex,22
